,OPEN,HIGH,LOW,CLOSE,VOLUME
11/3/2010,38.12157489,38.26112358,37.61673127,38.23239272,226702800
11/2/2010,38.01485966,38.150306,37.88351855,38.03538294,158345900
11/1/2010,37.87120595,38.15030581,37.37046715,37.64956742,174074800
10/29/2010,37.54695689,37.72755173,37.4607647,37.63314908,144305500
10/28/2010,37.86710025,37.88762353,37.36225951,37.59621086,168576000
10/27/2010,37.38688503,37.64135966,37.12830846,37.58800029,190024000
10/26/2010,37.47307732,37.77680282,37.37867795,37.72755195,158982900
10/25/2010,37.89993623,38.15441086,37.68240334,37.71934138,151145700
10/22/2010,37.55927006,37.64956748,37.43203418,37.5756877,108212400
10/21/2010,37.59621123,37.87941303,37.10778524,37.48539011,221585500
10/20/2010,36.99696741,37.61262886,36.96823696,37.37867792,200051800
10/19/2010,37.09957782,37.37046722,36.61935983,36.91077538,280604700
10/18/2010,37.32531825,37.70702834,37.14882863,37.54695678,141204800
10/15/2010,37.54695727,37.57568773,36.92308823,37.30890069,243705000
10/14/2010,37.35404926,37.4361391,36.90666984,37.21039533,217764300
10/13/2010,37.29248562,37.65777767,37.17755928,37.39919781,194347200
10/12/2010,36.72196978,37.16524643,36.46749843,37.02569814,182210000
10/11/2010,36.90666963,37.00927987,36.71376197,36.87793918,103098300
10/8/2010,36.63167513,36.96413149,36.45108028,36.83279038,177760100
10/7/2010,36.81637277,36.82868559,36.27869592,36.56600337,164860000
10/6/2010,36.61935952,36.74659827,36.43055709,36.62346475,148626600
10/5/2010,36.11862406,36.74249309,36.06526468,36.62757004,229634100
10/4/2010,35.94213477,36.13914438,35.45370879,35.68766014,166153200
10/1/2010,36.19660579,36.24996516,35.76153918,36.04063945,174638700
9/30/2010,36.22123456,36.52496005,35.62198787,35.84362641,287106700
9/29/2010,35.94623674,36.16377333,35.79847799,35.98317807,179665800
9/28/2010,35.96265438,36.21712901,35.45370841,36.06526462,209207500
9/27/2010,36.1432496,36.19660569,35.85594215,35.90108779,128761800
9/24/2010,35.68765992,36.15966785,35.64661664,36.12683175,209671800
9/23/2010,35.17050357,35.65482392,35.04326769,35.1746088,202354300
9/22/2010,35.70818338,35.97086519,35.42087265,35.55221376,191322400
9/21/2010,35.91340365,36.1350389,35.58915488,35.78206254,268389100
9/20/2010,35.33057484,35.97907239,35.1828161,35.87646215,214555200
9/17/2010,35.39624728,35.4413962,35.04326764,35.17050352,195836900
9/16/2010,35.02262541,35.18184499,34.86748634,35.15326711,199962900
9/15/2010,34.85523899,35.21858583,34.7164334,35.16551386,168608400
9/14/2010,34.92872479,35.25124691,34.75725837,34.98996391,209823600
9/13/2010,34.96138634,35.11243877,34.7776694,35.01854168,178503500
9/10/2010,34.36533426,34.56537856,34.26327043,34.51230618,127819000
9/9/2010,34.58170926,34.5939561,34.16120667,34.28368123,147017900
9/8/2010,33.85093131,34.25510287,33.83051732,34.07547297,149924400
9/7/2010,34.05914274,34.11629808,33.72437337,33.76111471,141973700
9/3/2010,34.12854546,34.31225914,33.88767318,34.27143402,212197300
9/2/2010,33.38552046,33.69987584,33.29162051,33.69171196,156112200
9/1/2010,32.57309308,33.3406123,32.54451562,33.27937318,256828100
8/31/2010,31.83414887,32.26690156,31.65859907,31.99336845,273933100
8/30/2010,32.51185435,32.64657943,31.98928793,31.99336845,167238600
8/27/2010,32.23015701,32.67107359,31.58511317,32.6261655,272649000
8/26/2010,32.45469869,32.51185443,31.81781832,31.96071014,224439500
8/25/2010,31.84639634,32.41387085,31.57694945,32.25057117,272234800
8/24/2010,32.25465152,32.43428468,31.85456292,32.08318509,280677800
8/23/2010,33.10790679,33.32428171,32.71189871,32.7323127,163490300
8/20/2010,32.91194276,33.06708142,32.58125676,32.89969551,209714200
8/19/2010,33.58964813,33.69987585,32.85887068,33.04258435,265847600
8/18/2010,33.72028976,34.0632226,33.46309012,33.82235359,182922100
8/17/2010,33.57740113,34.06730632,33.45083994,33.74070082,172270300
8/16/2010,32.91602668,33.34061264,32.7568071,33.19772368,147895300
8/13/2010,33.20997042,33.48350068,33.16506193,33.2181343,158698500
8/12/2010,32.94868774,33.50799551,32.92827334,33.34877593,239542600
8/11/2010,34.1734535,34.18978371,33.54882325,33.62230921,273406900
8/10/2010,34.73684482,35.12468902,34.46739793,34.87973337,242916300
8/9/2010,35.10019154,35.20633875,34.85523916,35.12876942,120800400
8/6/2010,34.61845033,34.95730308,34.28368096,34.88381671,239728300
8/5/2010,34.82666149,35.09611165,34.7572589,35.07161388,140473800
8/4/2010,34.94097238,35.17776129,34.78991994,35.12060554,158171700
8/3/2010,34.92056163,35.03895323,34.66335873,34.81441442,146657300
8/2/2010,34.72051446,35.10835866,34.53680078,35.0348727,188263200
7/30/2010,33.56923417,34.25918691,33.4916677,34.01831463,220070600
7/29/2010,34.52863374,34.65111156,33.66721784,34.02648131,220149100
7/28/2010,34.44698388,34.58579233,34.09588389,34.24693959,163056200
7/27/2010,34.79400022,34.84299208,34.36125079,34.54088395,204855600
7/26/2010,34.1530389,34.58987211,34.02648097,34.54496402,184445700
7/23/2010,33.59781178,34.14079219,33.47125345,34.07547297,222020800
7/22/2010,33.23038142,33.88359241,33.22630132,33.68762862,274781300
7/21/2010,33.51616223,33.52840948,32.53226523,32.71189881,264527000
7/20/2010,32.22199389,33.32019871,32.2015799,33.28754032,258162400
7/19/2010,32.70373499,32.94052063,32.36488224,32.80171545,186709000
7/16/2010,33.53657273,33.58556459,32.45877906,32.54451553,282693400
7/15/2010,33.7488678,33.93258148,33.16097889,33.77744527,232337900
7/14/2010,33.62638961,33.94074785,33.44267593,33.76519805,184426800
7/13/2010,33.56107035,33.94482792,33.47125337,33.76928139,213025900
7/12/2010,32.92827303,33.18955644,32.74455976,33.10382323,131283600
7/9/2010,32.73639272,33.07932883,32.65474287,33.07524546,144999900
7/8/2010,32.68332077,32.79763185,32.23832409,32.74864325,210842100
7/7/2010,31.10337139,32.37304589,31.0584633,32.31997392,253769400
7/6/2010,31.31158252,31.60961054,30.59305231,30.99722754,256935300
7/2/2010,31.09520778,31.22176571,30.48690816,30.7236938,233385200
7/1/2010,31.1115388,31.25034398,30.28686098,30.95231922,382924800
6/30/2010,31.4258939,31.81781861,31.00130794,31.14011638,284101700
6/29/2010,32.28322936,32.89153185,31.27484113,31.54428802,373649500
6/28/2010,33.10382317,33.22221763,32.74047593,32.89969551,169218600
6/25/2010,32.98542905,33.26304267,32.58942096,33.03850428,238726500
6/24/2010,33.37327309,33.43042884,32.7404761,32.85478718,268523600
6/23/2010,33.76111449,33.92033407,33.28753994,33.59373144,254639900
6/22/2010,34.48372839,34.68377269,33.66721772,33.73253694,239355400
6/21/2010,35.18184463,35.2145026,34.23060888,34.48372841,213140700
6/18/2010,34.65519517,34.77766973,34.46739812,34.61437004,174006600
6/17/2010,34.62185212,34.64216944,34.12207748,34.56496701,263185800
6/16/2010,34.27241488,34.67873704,34.1830236,34.49182925,216374000
6/15/2010,33.80920777,34.5487137,33.73200534,34.5080823,238268700
6/14/2010,33.90672448,34.15052021,33.45164568,33.49634112,207196100
6/11/2010,32.95999594,33.5938577,32.93155379,33.56541515,214128200
6/10/2010,32.82590868,33.40288533,32.08640234,33.35006467,317890600
6/9/2010,32.5739878,32.99656326,31.90761946,32.09046646,268023300
6/8/2010,31.8954305,32.40739723,31.52161492,32.32206999,357774300
6/7/2010,32.55773482,32.72432854,31.83042099,31.86292433,264609100
6/4/2010,33.13065041,33.42320277,32.25705695,32.40333333,398475600
6/3/2010,33.95954822,34.12613869,33.52478351,33.98392634,226618300
6/2/2010,32.91530036,33.83358601,32.68369673,33.82952523,240243700
6/1/2010,33.02500534,33.67512039,32.62681165,32.69182157,277909400
5/28/2010,33.95548346,33.98799004,33.22816638,33.43945594,297933500
5/27/2010,33.36631778,34.02049687,33.19972447,34.00424357,300870500
5/26/2010,33.07782966,33.48008779,32.4155225,32.54554559,349719300
5/25/2010,31.70852301,32.82997299,31.41190621,32.80965567,396505200
5/24/2010,33.09407994,33.44758103,32.7243284,32.7649598,269823000
5/21/2010,32.03358193,33.44351699,31.81010352,33.33381163,500909400
5/20/2010,33.44351692,33.65074204,32.66744322,32.69588577,530418300
5/19/2010,34.4146271,34.82094926,33.84171447,34.41056591,394742700
5/18/2010,35.67828872,35.81643988,34.52027137,34.67061179,360556800
5/17/2010,35.4019898,35.53201289,34.41462695,35.30040926,325739800
5/14/2010,35.77580899,35.86113624,34.86158411,35.2760311,345601400
5/13/2010,36.59251383,36.81599224,36.08867516,36.12930697,234452500
5/12/2010,36.25120488,36.79161417,36.16993841,36.72253696,235607100
5/11/2010,35.75549148,36.68596964,35.69048156,36.06429714,317849800
5/10/2010,36.05616861,36.39748085,35.6904811,36.1983838,396159600
5/7/2010,34.76812811,35.22727134,33.45570955,34.20740474,637558800
5/6/2010,36.23901558,36.53969317,31.66382721,34.890026,647356600
5/5/2010,36.36091023,36.86475174,36.12118138,36.46655481,328973200
5/4/2010,37.35640138,37.3645266,36.50718643,36.75097932,360353400
5/3/2010,37.50673892,38.03495895,37.43360093,37.90087183,182747900
4/30/2010,38.11622175,38.16904566,37.26294602,37.27513528,270000900
4/29/2010,37.79929066,38.20967726,37.78710181,38.10809672,193775000
4/28/2010,37.37265493,37.62863668,37.0557212,37.50673881,300674100
4/27/2010,38.02277011,38.30312996,37.0475961,37.14105141,355853300
4/26/2010,38.51035478,38.62006379,38.25843707,38.30719369,143457300
4/23/2010,38.14060316,38.51441915,38.01464126,38.49410182,177335500
4/22/2010,37.68145761,38.23405576,37.40109735,38.17310702,115360300
4/21/2010,38.14466443,38.25843707,37.75459555,38.02683384,192910100
4/20/2010,37.98619916,38.1568565,37.7058389,38.11622184,157708000
4/19/2010,37.35640151,37.73021709,37.13698714,37.68145762,217947800
4/16/2010,38.10809693,38.28281546,37.25075676,37.49861369,366786700
4/15/2010,38.16091766,38.39658533,38.14466437,38.28281553,144615300
4/14/2010,37.86836544,38.24218386,37.79116626,38.24218386,161609000
4/13/2010,37.60425829,37.77491279,37.35233733,37.68958554,125043600
4/12/2010,37.6367615,37.77897669,37.5798768,37.65301479,110279000
4/9/2010,37.36046246,37.59612972,37.27107402,37.57581564,133006500
4/8/2010,36.9256976,37.34014783,36.78348525,37.25888177,158704000
4/7/2010,37.27107392,37.49861351,36.86881295,37.09229135,184576300
4/6/2010,37.11666979,37.45391799,37.06384912,37.36859075,110384200
4/5/2010,37.04759573,37.28732418,36.9135086,37.25482085,105847600
4/1/2010,36.86475202,37.04759578,36.58032448,36.86475202,161215200
3/31/2010,36.51937571,36.75097934,36.3812278,36.53969303,161078700
3/30/2010,36.72660064,36.87694106,36.50312548,36.70222253,145772500
3/29/2010,36.60876684,36.75504322,36.41373383,36.66971598,134513500
3/26/2010,36.48687225,36.71034741,36.18213063,36.36903842,205808500
3/25/2010,36.79567446,37.01508884,36.34059567,36.39748078,223396300
3/24/2010,36.52750384,36.71441163,35.96271644,36.47467993,196072600
3/23/2010,36.4421765,36.74691813,36.28777205,36.70628672,182941600
3/22/2010,35.85300779,36.45842984,35.82456524,36.37309935,184477800
3/19/2010,36.12118185,36.65752711,35.93833525,36.12118185,226641100
3/18/2010,36.3892392,36.45398251,36.17072468,36.3609133,196509100
3/17/2010,36.24761019,36.53896276,36.1100256,36.38519154,177468100
3/16/2010,35.86318538,36.15049058,35.73369553,36.10598128,168673000
3/15/2010,35.64062643,35.76606891,35.37355199,35.73369564,146816800
3/12/2010,35.91983681,35.92793154,35.59206644,35.72155629,162074800
3/11/2010,35.41401706,35.729651,35.27238795,35.7175089,160791100
3/10/2010,35.33713473,35.64871847,35.29666996,35.52327598,186088800
3/9/2010,35.10243328,35.5313676,35.07815515,35.31690044,154556700
3/8/2010,35.23597053,35.34117901,35.15908513,35.24001507,114631200
3/5/2010,34.87582723,35.2683405,34.76656814,35.2319231,176118800
3/4/2010,34.50354179,34.64517375,34.33358717,34.5804272,135770400
3/3/2010,34.51972811,34.71396409,34.32953948,34.44284553,150785000
3/2/2010,34.47117166,34.62089228,34.32144781,34.40237775,160992400
3/1/2010,33.99772213,34.32144797,33.98558286,34.27693543,147709700
2/26/2010,33.82371975,33.96535171,33.55664856,33.81158049,173589300
2/25/2010,33.20459709,33.81562813,33.08320197,33.78325486,259634700
2/24/2010,33.56878762,33.916792,33.45548481,33.84395396,176350700
2/23/2010,33.86014052,33.99772186,33.31790015,33.43525073,207497000
2/22/2010,34.13935379,34.15149305,33.84800122,33.98153843,132346900
2/19/2010,33.76302427,34.14744606,33.65781296,33.97344366,222684900
2/18/2010,33.54450925,33.97344316,33.52832261,33.88037436,193708600
2/17/2010,33.6213921,33.67804674,33.40692494,33.61734757,168845100
2/16/2010,33.05082877,33.45143678,32.62998635,33.40692464,159317500
2/12/2010,32.29412136,32.74328928,32.09988821,32.71901115,304622100
2/11/2010,32.24556488,32.80398865,31.99467708,32.75542874,223591600
2/10/2010,32.31840305,32.54096171,31.9380258,32.30221642,240511500
2/9/2010,32.35077312,32.76352404,32.00276914,32.38719376,337820500
2/8/2010,32.19295784,32.43170637,31.81662795,31.84900082,224166900
2/5/2010,32.12011935,32.2496088,31.31890252,32.16058736,493585800
2/4/2010,33.09938873,33.11961991,32.0634679,32.07156263,356715700
2/3/2010,33.46357627,33.70637216,33.31385565,33.4433455,172730700
2/2/2010,33.21269159,33.75088135,33.05892037,33.66590404,216327900
2/1/2010,32.76352382,33.13580633,32.50049675,33.13175896,187865000
1/29/2010,33.12366721,33.43120642,32.38719368,32.45598436,310677600
1/28/2010,33.58902137,33.6132999,32.66640699,32.93347819,316104000
1/27/2010,33.17627106,33.54450945,32.83636183,33.4433455,271863600
1/26/2010,33.24506144,33.70232449,33.12366673,33.23292257,211168800
1/25/2010,33.59711335,33.67804653,33.27339074,33.41906399,186937500
1/22/2010,33.99772179,34.21623632,33.14389769,33.1924576,345942400
1/21/2010,35.09838583,35.24001495,34.14339819,34.20004959,344859600
1/20/2010,35.24406288,35.31285356,34.71801198,35.08624713,216490200
1/19/2010,34.97699127,35.58801907,34.96484876,35.55969357,139172700
1/15/2010,35.42615947,35.47066878,34.80703369,34.98508305,212283100
1/14/2010,35.32903989,35.59206655,35.30071398,35.50708924,115718800
1/13/2010,35.11052512,35.51113637,34.8758272,35.38164693,161822000
1/12/2010,35.1186199,35.21573647,34.81512806,34.99317782,163333500
1/11/2010,35.56778841,35.58801917,35.22787593,35.42615929,106375700
1/8/2010,35.08624647,35.38164681,34.99317766,35.3614128,126402800
1/7/2010,34.92843156,35.26429667,34.79894171,35.20764486,131091100
1/6/2010,34.93652326,35.12671189,34.90010546,35.01340867,116074400
1/5/2010,34.83131505,35.00126967,34.66540455,34.98103566,111579900
1/4/2010,34.47117158,34.88391886,34.1231672,34.85964073,118944600
12/31/2009,34.63303157,34.64517367,34.0746074,34.0948414,90637900
12/30/2009,34.4145197,34.58447473,34.39023833,34.53186745,73138400
12/29/2009,34.73015091,34.73824281,34.54400966,34.54805419,80572500
12/28/2009,34.68563866,34.72205606,34.45093749,34.61280021,87508500
12/24/2009,34.3983334,34.56424065,34.32144799,34.51568398,39677500
12/23/2009,34.32144768,34.36596022,34.11911978,34.30121367,111783100
12/22/2009,34.14744608,34.3093088,34.09079427,34.21219222,91707500
12/21/2009,33.81967524,34.20004965,33.81967524,34.05032904,118039600
12/18/2009,33.59306608,33.63353408,33.22078356,33.59711344,174591200
12/17/2009,33.56357276,33.64809502,33.30598025,33.34622834,183390100
12/16/2009,33.9982613,34.13108023,33.78493977,33.88556199,155358200
12/15/2009,33.86141399,34.04655848,33.67626949,33.8171398,120408800
12/14/2009,34.02643555,34.0787579,33.72859134,34.02643555,107141500
12/11/2009,33.72054327,33.8211655,33.51929882,33.72054327,124854000
12/10/2009,33.55552138,33.72456914,33.45489916,33.53137285,138014600
12/9/2009,33.10473568,33.34622822,32.87933988,33.28182879,155063400
12/8/2009,33.28987983,33.58369512,32.97996176,33.1168096,169863700
12/7/2009,33.64004694,33.88958805,33.47099918,33.61186949,127973800
12/4/2009,34.01435834,34.23170275,33.28988031,33.68029495,274907800
12/3/2009,33.89763942,34.15120623,33.39050259,33.42672498,167324900
12/2/2009,33.78896575,34.08278386,33.64406934,33.77689148,132315100
12/1/2009,33.64406901,33.94191322,33.56759813,33.79701681,159613700
11/30/2009,33.06448731,33.35427692,32.51710239,33.24963181,160874800
11/27/2009,32.62979849,33.40257639,32.58552431,33.10070971,126001800
11/25/2009,33.74469152,33.87751366,33.6038212,33.82921379,109564800
11/24/2009,33.67626884,33.75676541,33.27780562,33.67224314,138420100
11/23/2009,33.56357246,33.97410994,33.51527259,33.60382095,148010200
11/20/2009,32.9719135,33.17718365,32.87531697,33.0443615,134196000
11/19/2009,33.4790503,33.80103982,32.92361359,33.20133215,208734600
11/18/2009,33.78091668,33.84933899,33.50319853,33.78493956,156486800
11/17/2009,33.64406936,33.83323955,33.47502482,33.8131139,147134100
11/16/2009,33.42672499,33.95398748,33.40257686,33.76079159,210922200
11/13/2009,32.99606193,33.31000248,32.77066895,33.12083551,150963000
11/12/2009,33.27378007,33.50319874,32.77066893,32.88336542,157144500
11/11/2009,33.39855097,33.60382112,33.12083564,33.33415436,169466200
11/10/2009,32.99606216,33.24560609,32.85921714,33.10875825,171899800
11/9/2009,32.44867647,33.12485784,32.41647977,33.10070971,159495700
11/6/2009,31.76847279,32.22731015,31.68395052,32.11863613,170954100
11/5/2009,31.52698032,32.01801398,31.43843195,32.00593971,180015300
11/4/2009,31.46660604,31.79664695,31.12046558,31.22913597,247996700
11/3/2009,30.75419848,31.18083873,30.67370191,31.120465,228362600
11/2/2009,30.91116915,31.42635777,30.48855781,30.98764325,254222900
10/30/2009,31.78457213,31.91336858,30.63345345,30.68175051,325608100
10/29/2009,31.33780926,32.00996534,31.23718704,31.92544307,198110600
10/28/2009,31.72419836,31.8570201,30.99971672,31.02386847,248821400
10/27/2009,32.07838782,32.22328383,31.72822448,31.83286918,253266300
10/26/2009,32.54929882,32.99606191,31.90934307,32.03009095,242028200
10/23/2009,33.14900956,33.17718378,32.31988039,32.50100241,240033200
10/22/2009,32.54527583,33.1449835,32.26755767,33.00411318,238444000
10/21/2009,32.88739127,33.39855098,32.52917654,32.56137606,225379300
10/20/2009,33.25365451,33.26975447,32.7424948,32.95581352,180921100
10/19/2009,32.89946528,33.32610232,32.76262026,33.1892577,159530400
10/16/2009,32.79079482,32.97996219,32.56137614,32.82701721,192069400
10/15/2009,32.78274323,33.15705792,32.7626204,33.15705792,173873600
10/14/2009,32.75859459,33.04033562,32.2353578,32.99606184,191421600
10/13/2009,32.22328365,32.3520801,31.96971685,32.25145787,157692700
10/12/2009,32.37220578,32.5050247,32.17900989,32.34000586,118031000
10/9/2009,31.9214169,32.17096123,31.80872081,32.17096123,135008300
10/8/2009,31.88519465,32.13473577,31.6034504,31.90934318,183305800
10/7/2009,31.37000638,31.6276021,31.2895098,31.58332792,159200300
10/6/2009,31.16876225,31.708099,31.14461372,31.46660606,202491100
10/5/2009,30.41610946,30.9876429,30.29536117,30.86689502,149875000
10/2/2009,30.06191764,30.49660607,30.04984338,30.25108783,224748800
10/1/2009,30.45635796,31.55515389,30.4362323,30.44428369,281840600
9/30/2009,31.80872104,31.84896913,31.10839114,31.49880257,254383000
9/29/2009,31.86909471,32.07436204,31.57527659,31.66382456,133733900
9/28/2009,31.20096136,31.88519452,31.19291319,31.79262086,118285800
9/25/2009,31.1727877,31.40623207,30.89506914,31.03996555,204059000
9/24/2009,31.82884647,31.9214169,31.08021669,31.26536119,228636800
9/23/2009,32.19511001,32.48087674,31.65979895,31.73627265,225947400
9/22/2009,32.09851339,32.21523558,31.90531711,32.0944877,143126700
9/21/2009,31.61955018,32.06631327,31.52697974,31.84494316,151892000
9/18/2009,32.12668758,32.13071327,31.80872094,31.95361694,153799100
9/17/2009,31.93025101,32.28676798,31.68990328,31.9262476,229170900
9/16/2009,31.50162951,31.99834899,31.3534166,31.99033898,206406300
9/15/2009,31.24125183,31.5056368,30.96485303,31.34941026,196795900
9/14/2009,30.61233936,31.24525793,30.31991733,31.17315337,149593800
9/11/2009,31.05698482,31.18116689,30.7725728,30.96885662,152360100
9/10/2009,30.58029542,31.00491034,30.34795772,30.97686968,162902400
9/9/2009,30.30790087,30.69245811,30.17971499,30.5522552,154612500
9/8/2009,30.25982979,30.27986004,30.01547506,30.23579574,132909100
9/4/2009,29.39858004,29.89529952,29.27840778,29.88328289,142687900
9/3/2009,29.21832016,29.36653308,28.89384725,29.31846538,143572300
9/2/2009,28.96995897,29.23434354,28.88583738,28.9859826,171805000
9/1/2009,29.83921872,30.35596844,29.05408061,29.13820219,321276800
8/31/2009,30.00746486,30.09158644,29.77512716,30.04351554,176051600
8/28/2009,30.75254551,30.80061321,30.12763734,30.41204936,147024400
8/27/2009,30.30389357,30.54824789,29.83521435,30.42006242,196230100
8/26/2009,30.19573542,30.51620132,30.05553292,30.32792791,194620700
8/25/2009,30.40804553,30.7645621,30.23579536,30.32392395,215310600
8/24/2009,30.41605577,30.64038025,30.09558987,30.24380599,191279000
8/21/2009,29.78714435,30.31190409,29.70702938,30.24781276,224605000
8/20/2009,29.0941376,29.54679599,29.00601261,29.45466119,174131300
8/19/2009,28.38110442,29.17826235,28.34104674,29.04206326,192812800
8/18/2009,28.46923308,28.83376288,28.39712813,28.69355717,173461500
8/17/2009,28.59741814,28.63747583,28.3009895,28.38110447,237667500
8/14/2009,29.66696893,29.6990158,28.93791174,29.3745465,199616100
8/13/2009,29.56281946,29.70302237,29.1622386,29.68699873,176449500
8/12/2009,28.88183051,29.68299225,28.86180307,29.37855279,219052400
8/11/2009,29.27440126,29.30244192,28.84177311,28.94993155,157301000
8/10/2009,29.35451597,29.54679599,29.16624256,29.45466119,130898700
8/7/2009,29.43463408,29.87126603,29.2143134,29.5387831,220640900
8/6/2009,29.40659379,29.46667851,28.82574952,29.01402293,193203800
8/5/2009,29.36653322,29.4025871,28.88984398,29.22232691,184726400
8/4/2009,29.05408063,29.39457357,28.96995904,29.33849265,176714600
8/3/2009,28.99799914,29.27039453,28.78168547,29.23434346,175776900
7/31/2009,28.51730359,28.8457795,28.40914475,28.58139493,207358000
7/30/2009,28.58940835,28.98998922,28.49727314,28.52531381,225575400
7/29/2009,28.03260066,28.29297582,27.84833386,28.11672264,194399300
7/28/2009,28.12072951,28.40514153,27.88037858,28.2128611,186685200
7/27/2009,28.20885484,28.4171589,27.99254076,28.39712825,159259400
7/24/2009,27.93645929,28.31300611,27.73216505,28.28095924,154003100
7/23/2009,27.29953741,28.28897256,27.26749014,28.1207294,258795500
7/22/2009,27.03915915,27.50783797,27.01111849,27.27550347,196068100
7/21/2009,27.40368919,27.41570621,26.82284492,27.28351372,217718300
7/20/2009,26.92699711,27.17135184,26.73071328,27.1072573,164179400
7/17/2009,26.67863613,26.78278796,26.47033528,26.70667639,138561700
7/16/2009,26.25402092,26.85889884,26.18191637,26.29808522,231174500
7/15/2009,25.77732878,26.45831786,25.3246732,26.35817264,220877900
7/14/2009,25.20449774,25.32867981,24.94412258,25.29663294,181487400
7/13/2009,24.37529596,25.12037638,24.08687693,25.09233572,217413500
7/10/2009,24.13094141,24.4474007,23.99073851,24.23509324,173520300
7/9/2009,24.49547148,24.61164033,24.21506607,24.31921469,163777600
7/8/2009,24.48745766,24.57158245,23.85053568,24.25111655,248050500
7/7/2009,24.93610942,24.98017372,24.25111654,24.27515059,197088900
7/6/2009,24.62766328,25.02423753,24.51550143,24.97216322,174499600
7/2/2009,25.50493353,25.9976496,24.95613974,24.97616718,212309900
7/1/2009,25.98963593,26.3461557,25.93756161,25.98563252,173041100
6/30/2009,26.14185853,26.27805483,25.56101467,25.83340966,228888200
6/29/2009,25.89750424,26.18191625,25.69320679,26.13384535,168481300
6/26/2009,25.7613053,25.94957871,25.56101486,25.78934556,167579000
6/25/2009,24.92008579,25.92153797,24.88002851,25.88548729,279411000
6/24/2009,25.11637288,25.48490648,24.89204519,25.10034925,211577700
6/23/2009,24.83997094,25.0042075,24.5916096,24.79190004,188309800
6/22/2009,25.50894013,25.52897037,24.75184268,24.76385971,251913600
6/19/2009,26.08577758,26.13384528,25.66115986,25.86946351,215655600
6/18/2009,25.52295263,25.91331523,25.34768628,25.73406756,211725100
6/17/2009,25.48710125,25.77788433,25.18038812,25.4671867,223445200
6/16/2009,26.13638268,26.16028173,25.47913644,25.5030351,227319000
6/15/2009,26.42716224,26.45106129,25.80576737,26.00493278,224190500
6/12/2009,26.60242941,26.89719301,26.44309628,26.87329436,184361800
6/11/2009,26.67412884,27.28357458,26.66616063,26.76972744,275414200
6/10/2009,27.03262682,27.03660813,26.12044887,26.60242914,296100400
6/9/2009,26.71794557,26.89719324,26.45106193,26.69802783,225125500
6/8/2009,26.37936141,26.88125902,26.06069875,26.50683045,238565100
6/5/2009,27.03660841,27.10830795,26.36343133,26.66217943,284257900
6/4/2009,26.44309627,26.70997712,26.1642659,26.6542112,210102300
6/3/2009,26.45902958,26.49487776,25.94916654,26.30368096,235310500
6/2/2009,26.60242947,26.98881076,26.53471364,26.78167675,230874500
6/1/2009,26.31164594,26.90914215,26.21604734,26.74980943,276246800
5/29/2009,25.41540163,26.32359547,25.12063763,25.85754922,258641500
5/28/2009,25.03300492,25.38353484,24.49127461,25.21623669,289095000
5/27/2009,25.42337002,25.54685177,24.66255698,24.71832289,246015800
5/26/2009,24.19651075,25.47116814,24.18057712,25.36760412,236318500
5/22/2009,24.63467381,24.84977285,24.32397618,24.45940746,166811900
5/21/2009,24.63467411,24.77010818,24.15667833,24.53509141,258988400
5/20/2009,25.62651665,25.96510023,25.01309,25.05292228,285722200
5/19/2009,25.31980318,25.63448491,25.17241998,25.29590452,206102200
5/18/2009,24.67052539,25.38353475,24.28016,25.33972115,241447400
5/15/2009,24.59882573,24.84977294,24.11286174,24.3359258,271502700
5/14/2009,24.33990997,24.8975739,24.25227679,24.62670855,260098700
5/13/2009,24.74620635,24.85375726,24.25227694,24.32397649,269619100
5/12/2009,25.49905097,25.57871913,24.79002253,25.23615423,282431300
5/11/2009,25.52693401,25.69025123,25.26403727,25.34370223,247923600
5/8/2009,25.65838423,26.13239869,25.42337025,26.03680009,299081700
5/7/2009,26.04874924,26.10451555,24.96130494,25.1923376,317728000
5/6/2009,25.51896893,25.72609976,25.09275536,25.70220071,291941000
5/5/2009,25.07682137,25.22022046,24.78603829,25.07682137,243036300
5/4/2009,24.27219463,25.22420487,24.204476,25.20030303,287120000
5/1/2009,23.83004697,24.1367605,23.54324839,24.00929464,236110300
4/30/2009,24.27219462,24.45940771,23.6229134,23.82207881,301419800
4/29/2009,23.46358043,24.19651071,23.37595004,23.81012903,311505700
4/28/2009,22.84616903,23.49146295,22.76251996,23.08516712,247926300
4/27/2009,23.12898378,23.65876456,23.07321787,23.19271512,289581600
4/24/2009,23.26839914,23.77826218,23.13296786,23.51934954,287703000
4/23/2009,22.74260263,23.0254171,22.31240455,23.00550255,324903700
4/22/2009,22.57530435,23.39188052,22.48767117,22.67488705,340395200
4/21/2009,21.98975741,22.90990038,21.96187426,22.88201762,114090900
4/20/2009,23.07321807,23.6746984,22.1968883,22.23273966,293690100
4/17/2009,23.58706513,23.9136964,23.31221568,23.68664784,262649000
4/16/2009,23.22856634,23.71453073,22.76650141,23.4556149,335202900
4/15/2009,22.39605354,23.02541702,22.30443944,22.95770157,250726100
4/14/2009,22.87006845,23.16085114,22.49165537,22.5992031,276598800
4/13/2009,22.82625141,23.47154851,22.69082053,23.18873404,224847500
4/9/2009,22.72666869,23.18474991,22.59123781,23.18076581,269653500
4/8/2009,21.68702531,22.03755801,21.47989448,21.87424119,230402800
4/7/2009,21.7627091,21.92204222,21.4679451,21.52371141,258947800
